,index,coffee_name,total_score,roaster_location,coffee_origin,roast_level,est_price,agtron_ground,agtron_roast,price_per_ounce,origin_country,roast_level2,roast_level_count,total_score2,total_score_count
1872,1873,Yirgacheffe Aricha Natural G1,94.0,South Korea,"Yirgacheffe growing region, southern Ethiopia.",Medium Light,"KRW$10,500/100 grams",59.0,74.0,,,,,,
1873,1874,Sumatra Tano Batak,94.0,Sacr,"Lintong growing region, northern Sumatra, Indonesia.",Medium,$17.50/12 ounces,54.0,66.0,17.5,,,,,
1874,1875,Panama Ironman Camilina Geisha,97.0,"Los Angeles, California","Boquete growing region, western Panama.",Medium Light,$49.95/8 ounces,58.0,80.0,49.95,,,,,
1875,1876,Panama Estate Reserve: Elida Estate Natural,94.0,"Boulder, Colorado","Boquete growing region, western Panama.",Medium Light,$18.00/12 ounces,58.0,80.0,18.0,,,,,
1876,1877,Byron’s Maracaturra Natural Nicaragua,94.0,"Fort Bragg, California","Matagalpa growing region, Nicaragua.",Light,$16.50/12 ounces,64.0,80.0,16.5,,,,,
1877,1878,Panama Chiriqui Finca Santa Teresa Geisha,94.0,"Los Angeles, California","Volcan growing region, western Panama.",Light,$18.00/8 ounces,72.0,87.0,18.0,,,,,
1878,1879,Costa Rica Cerro San Luis Natural,94.0,"Sacramento, California","San Luis de Grecia, central Costa Rica.",Medium Light,$17.90/12 ounces,57.0,74.0,17.9,,,,,
1879,1880,Panama La Berlina Typica Natural,94.0,"Tainan City, Taiwan","Boquete growing region, western Panama.",Medium Light,NT$ 480/8 ounces,56.0,76.0,480.0,,,,,
1880,1881,Costa Rica Flor de Santos Bourbon Natural,94.0,"Kowloon, Hong Kong, China","Tarrazu growing region, central Costa Rica.",Medium Light,HK $178/200 grams,57.0,79.0,,,,,,
1881,1882,Panama NPGE Perci N2,94.0,"Seoul, South Korea","Silla Del Pando, Volcan, Panama.",Medium Light,"KRW 50,000/200 grams",59.0,77.0,,,,,,
1882,1883,El Salvador Cerro Las Ranas Espresso,94.0,"Los Angeles, California","Apaneca, Ataco, El Salvador.",Medium Dark,$15.95/12 ounces,44.0,50.0,15.95,,,,,
1883,1884,Kii Kenya,94.0,"Madison, Wisconsin",South-central Kenya.,Medium Light,$19.95/12 ounces,58.0,73.0,19.95,,,,,
1884,1885,Ethiopia Boke Washed Grade 1,95.0,"Sacramento, California","Boke, Gamo Gofa Zone, Southern Ethiopia.",Medium Light,$17.00/12 ounces,57.0,82.0,17.0,,,,,
1885,1886,Ethiopia Semeon Abay N3,94.0,"Seoul, South Korea",Southern and/or western Ethiopia.,Light,"KRW 95,000/100 grams",62.0,87.0,,,,,,
1886,1887,Kenya Kahiriga,94.0,"Redlands, California","Murang’a County, central Kenya.",Medium Light,$18.50/12 ounces,56.0,74.0,18.5,,,,,
1887,1888,Ready-to-Drink Coffee Cold Brew,94.0,"Raleigh, North Carolina","Yirgacheffe growing region, southern Ethiopia.",,$6.00/16 fluid ounces,,,6.0,,,,,
1888,1889,Elida Estate Panama,95.0,"La Jolla, California","Elida Estate, western Panama.",Medium Light,$25.99/12 ounces,57.0,74.0,25.99,,,,,
1889,1890,Kenya Baragwi Kagongo Peaberry,94.0,"Bedford, New Hampshire",South-central Kenya.,Medium,$14.50/12 ounces,49.0,71.0,14.5,,,,,
1890,1891,Sumatra Ulos Batak,96.0,"La Jolla, California","Northern Sumatra, Indonesia",Medium,$17.99/12 ounces,53.0,68.0,17.99,Indonesia,,,,
1891,1892,Washed Yirgacheffe,94.0,"La Jolla, California","Kochere, Yirgacheffe growing region, south-central Ethiopia.",Medium Light,$18.99/12 ounces,54.0,76.0,18.99,,,,,
1892,1893,Kenya Kikai,95.0,"Lexington, Virginia","Bungoma region, western Kenya.",Medium Light,$17.75/12 ounces,57.0,77.0,17.75,,,,,
1893,1894,Ethiopia Yirgacheffe Kore Kochore,94.0,"Bedford, New Hampshire","Yirgacheffe growing region, south-central Ethiopia.",Medium Light,$14.50/12 ounces,59.0,76.0,14.5,,,,,
1894,1895,SO Espresso Brazil Fazenda Rainha Natural,94.0,"Ramsey, Minnesota","Mogiana Region, Minas Gerais State, Brazil.",Medium,$12.95/12 ounces,54.0,66.0,12.95,,,,,
1895,1896,Papua New Guinea Kunjin,94.0,"San Jose, California","Wahgi Valley, Western Highlands, Papua New Guinea.",Light,$16.50/12 ounces,64.0,82.0,16.5,,,,,
1896,1897,Ethiopia Sidama Ardi,94.0,"Santa Monica, California","Guji Zone, Sidama Province, southern Ethiopia.",Medium,$17.00/12 ounces,52.0,61.0,17.0,,,,,
1897,1898,Celinga Ethiopia Espresso,94.0,"Madison, Wisconsin","Celinga Village, Yirgacheffe growing region, southern Ethiopia.",Medium Light,$16.50/12 ounces,57.0,73.0,16.5,,,,,
1898,1899,Celinga Ethiopia,95.0,"Madison, Wisconsin","Celinga Village, Yirgacheffe growing region, southern Ethiopia.",Medium Light,$16.50/12 ounces,57.0,73.0,16.5,,,,,
1899,1900,Ethiopia Danch Meng,94.0,"Cambria, California","Yirgacheffe growing region, south-central Ethiopia.",Medium Light,$19.50/12 ounces,57.0,77.0,19.5,,,,,
1900,1901,Ethiopia Moplaco Yirgacheffe,94.0,"Taichung City, Taiwan","Yirgacheffe growing region, south-central Ethiopia.",Medium Light,TWD $450/100 grams,58.0,80.0,,,,,,
1901,1902,Ethiopia Yirga Natural Bedhatu,94.0,"Chia-Yi, Taiwan","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Light,$23.00/16 ounces,65.0,90.0,23.0,,,,,
1902,1903,Kenya Nyeri Tambaya AA,95.0,"Taichung City, Taiwan","Nyeri growing region, south-central Kenya.",Medium Light,TWD $450/100 grams,55.0,72.0,,,,,,
1903,1904,Guji Zone Ethiopia,95.0,"La Jolla, California","Guji Zone, Oromia Region, Sidama Province, Ethiopia.",Medium Light,$17.99/12 ounces,59.0,77.0,17.99,,,,,
1904,1905,Colombia Cerro Azul Geisha,95.0,"Bellingham, Washington","Valle del Cauca growing region, Colombia.",Medium,$20.00/150 grams,52.0,63.0,0.7054673721340388,,,,,
1905,1906,Colombia Cerro Azul Enano,94.0,"San Rafael, California","Valle del Cauca growing region, Colombia.",Medium Light,$15.35/12 ounces,60.0,79.0,15.35,,,,,
1906,1907,"Colombia Finca Monte Verde, Gildardo Gutierrez",94.0,"San Francisco, California","Herrera, Tolima Department, west-central Colombia.",Medium Light,$19.50/12 ounces,58.0,73.0,19.5,,,,,
1907,1908,Twisted 3.0 Espresso,94.0,"Madison, Wisconsin",Not disclosed.,Medium,$15.75/12 ounces,50.0,60.0,15.75,,,,,
1908,1909,Ethiopia Amaro Gayo Dry Process,94.0,"Bedford, New Hampshire","Amaro region, southern Ethiopia.",Medium Light,$13.50/12 ounces,60.0,81.0,13.5,,,,,
1909,1910,Ethiopia Gedeo Yirgacheffe,94.0,"Billings, Montana","Yirgacheffe growing region, south-central Ethiopia.",Light,$13.75/12 ounces,63.0,85.0,13.75,,,,,
1910,1911,Rwanda Karongi Gitesi,94.0,"Bedford, New Hampshire","Kirambo, Karongi District, Rwanda.",Medium Light,$14.50/12 ounces,53.0,71.0,14.5,,,,,
1911,1912,Gelgelu Adame Ethiopia Yirgacheffe Organic Natural Process,96.0,"Madison, Wisconsin","Yirgacheffe growing region, south-central Ethiopia.",Light,$19.25/12 ounces,63.0,81.0,19.25,,,,,
1912,1913,Ethiopia FTO Worka,95.0,"Tulsa, Oklahoma","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Light,$14.99/12 ounces,66.0,88.0,14.99,,,,,
1913,1914,Kenya Makwa AB,96.0,"Los Angeles, California","Nyeri growing region, south-central Kenya.",Medium,$16.95/12 ounces,54.0,67.0,16.95,,,,,
1914,1915,Kenya Kabare AB,95.0,"Bedford, New Hampshire","Nyeri growing region, south-central Kenya.",Light,$14.50/12 ounces,64.0,84.0,14.5,,,,,
1915,1916,El Salvador Santa Elena Honey Pacamara,94.0,"Sacramento, California","Chalatenango, El Salvador",Medium Light,$19.00/12 ounces,55.0,68.0,19.0,Salvador,,,,
1916,1917,Kenya Makwa AB,95.0,"Sacramento, California","Nyeri growing region, south-central Kenya.",Medium,$16.00/12 ounces,51.0,59.0,16.0,,,,,
1917,1918,Ethiopia Yirgacheffe ECX Auction Lot,94.0,"Sacramento, California","Yirgacheffe growing region, south-central Ethiopia.",Medium Light,$17.00/12 ounces,56.0,71.0,17.0,,,,,
1918,1919,Ethiopia Ninety Plus Pheribo N2,95.0,"Seoul, Korea","Yirgacheffe growing region, Gedeo Zone, southern Ethiopia.",Light,"KRW 15,000/100 grams",66.0,85.0,,,,,,
1919,1920,Ethiopia Washed Sidama Shilcho Coop G1,94.0,"Chia-Yi, Taiwan","Sidamo (also Sidama) growing region, southern Ethiopia.",Light,NT $650/16 ounces,64.0,80.0,650.0,,,,,
1920,1921,Ethiopia Washed Yirgacheffe “Mini-Me” 2014,96.0,"Taoyuan City, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Medium,NT $1000/16 ounces,50.0,65.0,1000.0,,,,,
1921,1922,Panama Los Lajones Bambu Geisha,96.0,"Sacramento, California","Boquete growing region, western Panama",Medium Light,$60.00/8 ounces,57.0,78.0,60.0,Panama,,,,
1922,1923,Kikai Kenya,95.0,"Lexington, Virginia","Bungoma region, western Kenya.",Medium,$14.50/12 ounces,52.0,62.0,14.5,,,,,
1923,1924,Panama Gesha Perci Red,96.0,"Lee, Massachusetts","Silla Del Pando, Volcan, Panama.",Light,$72.45/12 ounces,66.0,88.0,72.45,,,,,
1924,1925,Organic Ethiopian Yirgacheffe Idido,94.0,"Driftless, Wisconsin","Yirgacheffe growing region, southern Ethiopia.",Medium Light,$15.75/12 ounces,59.0,74.0,15.75,,,,,
1925,1926,Holiday Blend,95.0,"Everett, Washington","Central Kenya; Toraja growing region, southwestern Sulawesi, Indonesia.",Medium Light,$17.00/16 ounces,56.0,78.0,17.0,,,,,
1926,1927,Panama Finca La Mula Geisha Natural,94.0,"San Rafael, California","Boquete growing region, western Panama",Medium Light,$49.95/8 ounces,60.0,75.0,49.95,Panama,,,,
1927,1928,Kenya Gichuka AA,94.0,"Sacramento, California",Central Kenya.,Medium Light,$17.00/12 ounces,56.0,72.0,17.0,,,,,
1928,1929,Ethiopia Washed Yirgacheffe Mini-Me,94.0,"Taoyuan City, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Medium,NT $1000/16 ounces,50.0,62.0,1000.0,,,,,
1929,1930,Ethiopia Kelenso Mokanisa,94.0,"Bellingham, Washington","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium Light,$13.99/12 ounces,59.0,73.0,13.99,,,,,
1930,1931,Ganesha Espresso,94.0,"Bellingham, Washington",Not disclosed.,Medium,$13.99/16 ounces,49.0,59.0,13.99,,,,,
1931,1932,Lennette Kenya,94.0,"La Jolla, California","Nyeri growing region, south-central Kenya.",Medium Light,$17.99,56.0,68.0,,,,,,
1932,1933,Ethiopia Ninety Plus Nekisse Red,95.0,"Yorktown Heights, New York","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium,$65.00/12 ounces,49.0,66.0,65.0,,,,,
1933,1934,Ethiopia Yirgacheffe Kochere Aricha,94.0,"Oakland, California","Yirgacheffe growing region, southern Ethiopia.",Medium Light,$12.10/12 ounces,53.0,79.0,12.1,,,,,
1934,1935,Ethiopia Banko Natural,94.0,"Olympia, Washington","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Medium Light,$16.30/12 ounces,58.0,75.0,16.3,,,,,
1935,1936,Makwa Kenya Nyeri,94.0,"La Jolla, California","Nyeri growing region, south-central Kenya.",Medium Light,$17.99/12 ounces,57.0,71.0,17.99,,,,,
1936,1937,Panama Los Lajones Bambu Geisha Natural,94.0,"Ramsey, Minnesota","Boquete growing region, western Panama",Medium Light,$59.95/8 ounces,58.0,75.0,59.95,Panama,,,,
1937,1938,Juliette Red Ninety Plus Gesha Estate Panama,94.0,"Seoul, South Korea","Silla Del Pando, Volcan, Panama.",Medium Light,"KRW 35,000/100 grams",53.0,72.0,,,,,,
1938,1939,100% Kona High Mountain Io Extra Fancy,94.0,"Holualoa, Hawaii","Holualoa, North Kona growing district, Hawaii.",Medium Light,$35.95/8 ounces,55.0,75.0,35.95,,,,,
1939,1940,Sumatra Blue Batak Peaberry,94.0,"Sacramento, California","Lintong growing region, North Sumatra, Indonesia.",Medium,$16.50/12 ounces,53.0,68.0,16.5,,,,,
1940,1941,Panama Gesha Ninety Plus Perci Red,95.0,"Yorktown Heights, New York","Silla Del Pando, Volcan, Panama.",Medium,$65.00/12 ounces,52.0,68.0,65.0,,,,,
1941,1942,El Agulia Pacamara El Salvador,94.0,"Olympia, Washington","Santa Ana Region, El Salvador.",Light,$17.40/12 ounces,63.0,82.0,17.4,,,,,
1942,1943,Mexico Finca Kassandra Pacamara,94.0,"Berlin, Massachusetts","Vera Cruz growing region, Mexico.",Medium Light,$17.00/12 ounces,55.0,68.0,17.0,,,,,
1943,1944,Panama Finca Santa Teresa Honey Geisha,94.0,"I-Lan City, Taiwan","Volcan growing region, western Panama.",Medium,NT $2800/8 ounces,55.0,66.0,2800.0,,,,,
1944,1945,Batista Natural Geisha,94.0,"Kaohsiung City, Taiwan","Volcan growing region, western Panama.",Light,NT $1900/8 ounces,65.0,84.0,1900.0,,,,,
1945,1946,Perci N2 Ninety Plus Gesha Estates Panama,94.0,"Seoul, Korea","Silla Del Pando, Volcan, Panama.",Medium Light,"KRW 35,000/100 grams",58.0,71.0,,,,,,
1946,1947,Ethiopia Sidama Deri Kochoha,94.0,"Bedford, New Hampshire","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium,$13.50/12 ounces,52.0,66.0,13.5,,,,,
1947,1948,Kenya Kirinyaga Karimikui Peaberry,95.0,"Bedford, New Hampshire","Karimikui growing region, central Kenya.",Medium,$14.50/12 ounces,52.0,66.0,14.5,,,,,
1948,1949,Ethiopia Yirgacheffe,94.0,"Portland, Oregon","Yirgacheffe growing region, southern Ethiopia.",Light,$15.00/12 ounces,59.0,84.0,15.0,,,,,
1949,1950,Panama Auromar Estate “Ironman” Geisha,94.0,"Topeka, Kansas","Boquete growing region, western Panama",Medium Light,$52.99/8 ounces,56.0,82.0,52.99,Panama,,,,
1950,1951,Guatemala Acatenango Gesha,95.0,"Billings, Montana","Acatenango growing region, Guatemala.",Medium,$20.00/8 ounces,50.0,65.0,20.0,,,,,
1951,1952,Kenya Ruira Mchana Estate,94.0,"Newport Beach, California","Ruiru growing region, central Kenya.",Medium,$15.50/12 ounces,51.0,55.0,15.5,,,,,
1952,1953,Honeyed Yellow Caturra,94.0,"Mountain View, Hawaii","Puna District, Big Island of Hawaii",Medium,$20.00/6 ounces,52.0,60.0,20.0,Hawaii,,,,
1953,1954,Hawaii Ka’u Isla,94.0,"Ramsey, Minnesota","Ka'u growing district, Big Island of Hawaii",Medium Light,$32.95/12 ounces,57.0,75.0,32.95,Hawaii,,,,
1954,1955,Ethiopia Yirgacheffe Kochere Grade 1,94.0,"Sacramento, California","Yirgacheffe growing region, southern Ethiopia.",Medium Light,$15.50/12 ounces,58.0,74.0,15.5,,,,,
1955,1956,Colombia Valle del Cauca Cerro Azul Geisha AAA,96.0,"Seattle, Washington","Valle del Cauca growing region, Colombia.",Medium Light,$59.75/8 ounces,60.0,81.0,59.75,,,,,
1956,1957,Nyala Kenya Peaberry,94.0,"Madison, Wisconsin",Central Kenya.,Medium Light,$14.99/12 ounces,55.0,68.0,14.99,,,,,
1957,1958,Ethiopia Kercha Naturally Processed Sidama,94.0,"Calgary, Alberta, Canada","Sidama (also Sidamo) growing region, southern Ethiopia.",Light,CAD $17.78/12 ounces,64.0,81.0,,,,,,
1958,1959,Kenya AA Top Lot A114,94.0,"Taoyuan City, Taiwan",Central Kenya.,Medium,NT $1600/16 ounces,49.0,62.0,1600.0,,,,,
1959,1960,Mchana Kenya Peaberry,95.0,"Madison, Wisconsin",Central Kenya.,Medium,$15.99/12 ounces,53.0,65.0,15.99,,,,,
1960,1961,Deri Kochoha Ethiopian Sidamo,94.0,"Madison, Wisconsin","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium Light,$14.99/12 ounces,57.0,72.0,14.99,,,,,
1961,1962,Kemgin Ethiopia,94.0,"Anchorage, Alaska","Nekempte District, Oromia Region, western Ethiopia.",Medium,$19.50/16 ounces,51.0,62.0,19.5,,,,,
1962,1963,Lintong Sumatra Dolok Sangul,94.0,"Seattle, Washington","Lintong growing region, northern Sumatra, Indonesia.",Medium Light,$16.50/12 ounces,54.0,77.0,16.5,,,,,
1963,1964,Tano Batak Sumatra,94.0,"Madison, Wisconsin","Lintong growing region, northern Sumatra, Indonesia.",Medium Light,$13.99/12 ounces,54.0,73.0,13.99,,,,,
1964,1965,Momma Bear Espresso,94.0,"Peoria, Illinois","Huehuetenango growing region, Guatemala; Sidamo growing region, Ethiopia.",Medium Light,$17.00/12 ounces,56.0,76.0,17.0,,,,,
1965,1966,Ethiopia Yirgacheffe Kochere G1,94.0,"Seattle, Washington","Yirgacheffe growing region, southern Ethiopia.",Medium Light,$11.00/8 ounces,58.0,75.0,11.0,,,,,
1966,1967,Maragogype Honey Process,94.0,"Pahala, Hawaii",Big Island of Hawaii,Medium Light,$20.00/3.5 ounces,51.0,75.0,20.0,Hawaii,,,,
1967,1968,Ulos Batak Sumatra Peaberry,95.0,"Madison, Wisconsin","Northern Sumatra, Indonesia",Medium,$14.99/12 ounces,52.0,68.0,14.99,Indonesia,,,,
1968,1969,Ninety Plus Kemgin W2 Ethiopia,94.0,"New Taipei City, Taiwan",Southern Ethiopia.,Medium,NT $1300/16 ounces,49.0,65.0,1300.0,,,,,
1969,1970,Ethiopia Dry Process Saris Abaya,94.0,"I-Lan City, Taiwan","Guji Zone, Sidama Province, southern Ethiopia.",Medium Light,NT $450/8 ounces,59.0,72.0,450.0,,,,,
1970,1971,Kenya AB Top Lot Single-Origin Espresso,94.0,"Taoyuan City, Taiwan","Nyeri growing region, south-central Kenya",Medium Dark,NT $1300/16 ounces,46.0,53.0,1300.0,Kenya,,,,
1971,1972,Geisha S94,94.0,"Hong Kong, China","Boquete growing region, western Panama",Light,HK $288/100 grams,61.0,93.0,,Panama,,,,
1972,1973,Sumatra Mandheling Wahana,94.0,"Lexington, Virginia","Lintong growing region, northern Sumatra, Indonesia.",Medium Light,$13.50/12 ounces,59.0,76.0,13.5,,,,,
1973,1974,Geisha P.E.B. (RFA),94.0,"Hong Kong, China","Boquete growing region, western Panama",Medium Light,HK $588/100 grams,56.0,83.0,,Panama,,,,
1974,1975,Ethiopia Dry Process Grade 1 Aricha Yirgacheffe,95.0,"Taichung City, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Medium Light,TWD $500/100 grams,56.0,81.0,,,,,,
1975,1976,Ethiopia Yirgacheffe ECX,96.0,"Sacramento, California","Yirgacheffe growing region, southern Ethiopia.",Light,$15.50/12 ounces,64.0,83.0,15.5,,,,,
1976,1977,Tchembe Single Origin Espresso,94.0,"Lee, Massachusetts","Gedeo Zone, southern Ethiopia.",Medium,$24.95/16 ounces,53.0,66.0,24.95,,,,,
1977,1978,Ethiopia Ninety Plus Kemgin,96.0,"Yorktown Heights, New York","Nekempte District, Oromia Region, western Ethiopia.",Medium Light,$18.00/12 ounces,52.0,73.0,18.0,,,,,
1978,1979,El Salvador Santa Marta Honey,94.0,"Ramsey, Minnesota","San Miguel Department, El Salvador.",Medium Light,$16.95/12 ounces,55.0,79.0,16.95,,,,,
1979,1980,Rwanda Nyamasheke,95.0,"Jackson, Mississippi","Nyamasheke District, Rwanda.",Medium Light,$14.00/12 ounces,56.0,73.0,14.0,,,,,
1980,1981,Kenya Riakiberu Peaberry,95.0,"Bedford, New Hampshire","Muranga District, central Kenya.",Medium,$13.00/12 ounces,45.0,67.0,13.0,,,,,
1981,1982,Belekatu Ethiopia Yirgacheffe,94.0,"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia.",Medium Light,$14.99/12 ounces,56.0,78.0,14.99,,,,,
1982,1983,Yukro Ethiopia,94.0,"Acton, Massachusetts","Gera District of Oromia Region, western Ethiopia.",Medium Light,$21.00/12 ounces,57.0,72.0,21.0,,,,,
1983,1984,Kenya Nyeri Gaturiri Peaberry,95.0,"Yorktown Heights, New York","Nyeri growing region, south-central Kenya",Medium,$16.00/12 ounces,49.0,69.0,16.0,Kenya,,,,
1984,1985,Rutana Burundi Espresso,94.0,"Madison, Wisconsin",Burundi,Medium Dark,$13.99/12 ounces,46.0,55.0,13.99,Burundi,,,,
1985,1986,La Esmeralda Mario Carnaval 2012 Panama,96.0,"Acton, Massachusetts","Boquete growing region, western Panama",Light,,66.0,86.0,,Panama,,,,
1986,1987,Sumatra Wahana Natural,94.0,"Portland, Maine","Lintong growing region, northern Sumatra, Indonesia.",Medium Light,$16.20/12 ounces,59.0,69.0,16.2,,,,,
1987,1988,Harfusa Ethiopia Yirgacheffe Fair Trade Organic,94.0,"Madison, Wisconsin","Yirgacheffe growing district, southern Ethiopia.",Medium Light,$14.99/12 ounces,56.0,73.0,14.99,,,,,
1988,1989,Kenya Mukurweini Kamuchuni AA,94.0,"Seattle, Washington","Mukurweini District, Central Kenya.",Medium,$18.00/12 ounces,53.0,63.0,18.0,,,,,
1989,1990,Sweet Breeze,94.0,"New Taipei City, Taiwan",Kenya; Yirgacheffe region of Ethiopia; other undisclosed origins.,Medium Light,NTD $500/8 ounces,58.0,76.0,,,,,,
1990,1991,Washed Yirgacheffe,94.0,"New Taipei City, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Light,NTD $400/8 ounces,61.0,81.0,,,,,,
1991,1992,Ninety Plus Sillvia SK L95,94.0,"Hong Kong, China","Silla Del Pando, Volcan, Panama.",Medium Light,$40.00/100 grams,55.0,75.0,1.4109347442680775,,,,,
1992,1993,Mexico Santa Teresa BCS 02: Cabernet Franc Barrel,95.0,"Annapolis, Maryland","Chiapas State, Mexico",Medium Light,$20.00/12 ounces,58.0,79.0,20.0,Mexico,,,,
1993,1994,Yirgacheffe Blue Nile,94.0,"Emeryville, California","Yirgacheffe growing region, southern Ethiopia.",Medium Light,$17.50/16 ounces,54.0,73.0,17.5,,,,,
1994,1995,Yirgacheffe Belekatu,95.0,"Denver, Colorado","Yirgacheffe growing region, southern Ethiopia.",Medium Light,$15.00/12 ounces,52.0,70.0,15.0,,,,,
1995,1996,Ethiopia Yirgacheffe Kochere,94.0,"Ramsey, Minnesota","Yirgacheffe growing region, southern Ethiopia.",Medium Light,$14.95/12 ounces,53.0,69.0,14.95,,,,,
1996,1997,Mario San Jose Geisha,94.0,"Topeka, Kansas","Boquete growing region, western Panama",Medium Light,$67.40/8 ounces,54.0,71.0,67.4,Panama,,,,
1997,1998,Perci Red Panama Gesha,97.0,"Lee, Massachusetts","Silla Del Pando, Volcan, Panama.",Medium,$75.95/16 ounces,52.0,67.0,75.95,,,,,
1998,1999,Panama Don Pachi Natural Geisha,96.0,"Topeka, Kansas","Boquete growing region, western Panama",Light,$59.99/8 ounces,62.0,86.0,59.99,Panama,,,,
1999,2000,Kenya Kamviu,95.0,"Sacramento, California","Embu District, Central Highlands, Kenya.",Medium,$16.50/12 ounces,52.0,61.0,16.5,,,,,
2000,2001,Panama La Esmeralda Especial,95.0,"Newport Beach, California","Boquete growing region, western Panama",Medium Light,$39.95/10 ounces,57.0,74.0,39.95,Panama,,,,
2001,2002,Jingle Bell Natural Yirgacheffe,95.0,"Taipei City, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Light,$10.00/8 ounces,58.0,84.0,10.0,,,,,
2002,2003,Rwanda Abakundakawa,94.0,"Viroqua, Wisconsin","Gakenke District, Rwanda.",Medium Light,$14.75/12 ounces,58.0,82.0,14.75,,,,,
2003,2004,Ethiopia Nekisse,94.0,"Oakland, California","Sidama (also Sidamo) growing region, southern Ethiopia.",Light,$15.00/5.3 ounces,63.0,79.0,15.0,,,,,
