,index,coffee_name,total_score,roaster_location,coffee_origin,roast_level,est_price,agtron_ground,agtron_roast,price_per_ounce,origin_country,roast_level2,roast_level_count,total_score2,total_score_count
1117,1118,Ethiopia Yirgacheffe Cleopatra Natural,94.0,"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium Light,NT $600/200 grams,56.0,76.0,21.164021164021165,Ethiopia,,,,
1118,1119,Ethiopia Yirgacheffe Dumerso G1 Natural,94.0,"Bozeman, Montana","Yirgacheffe growing region, southern Ethiopia",Medium Light,$18.95/12 ounces,57.0,73.0,18.95,Ethiopia,,,,
1119,1120,Guatemala Santa Felisa Solar Eclipse Gesha Natural,94.0,"Taipei, Taiwan","Acatenango growing region, Guatemala",Light,NT $620/4 ounces,64.0,80.0,620.0,Guatemala,,,,
1120,1121,Coral,94.0,"Llayla District, Satipo Province, Peru","Llayla District, Satipo Province, Peru",Medium Light,$10.00/250 grams,58.0,78.0,0.3527336860670194,Peru,,,,
1121,1122,Ethiopia Guji Goro Muda Washed G1,95.0,"Kaohsiung City, Taiwan","Guji Zone, southern Ethiopia",Light,NT $450/8 ounces,64.0,82.0,450.0,Ethiopia,,,,
1122,1123,Ethiopian Guji Ana Sora Alcoholic Natural G1,94.0,"Kaohsiung City, Taiwan","Guji Zone, southern Ethiopia",Medium Light,NT $300/8 ounces,60.0,80.0,300.0,Ethiopia,,,,
1123,1124,Panama Hacienda La Esmeralda Gesha,96.0,"Chicago, Illinois","Boquete growing region, western Panama",Medium Light,$56.00/8 ounces,58.0,78.0,56.0,Panama,,,,
1124,1125,Ethiopia Cup of Excellence Guji Natural,95.0,"Minneapolis, Minnesota","West Guji Zone, Hambela Wamena Woreda, Ethiopia",Light,$19.95/4 ounces,68.0,90.0,19.95,Ethiopia,,,,
1125,1126,Ethiopia Sidama Telamo FTO Natural,95.0,"Berkeley, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium Light,$23.00/12 ounces,58.0,76.0,23.0,Ethiopia,,,,
1126,1127,Ethiopia Guji Laayyoo Natural,94.0,"Minneapolis, Minnesota","Guji Zone, southern Ethiopia",Light,$24.95/12 ounces,64.0,82.0,24.95,Ethiopia,,,,
1127,1128,Magic Cat Kenya Civet AFCA TOH NO.2 Gatuya Factory New Murarandia AA,94.0,"Taichung City, Taiwan","Murang'a County, central Kenya",Medium Light,USD $206.00/8 ounces,56.0,78.0,,Kenya,,,,
1128,1129,Ethiopia Grade 1 Chelchele,94.0,"San Diego, California","Yirgacheffe growing region, southern Ethiopia",Light,$22.00/12 ounces,62.0,80.0,22.0,Ethiopia,,,,
1129,1130,Ethiopia Natural Yirgacheffe Gr.1 Cleopatra,95.0,"Taoyuan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium,NT $1100/8 ounces,47.0,73.0,1100.0,Ethiopia,,,,
1130,1131,Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed,94.0,"Taoyuan, Taiwan","Alishan, Taiwan",Medium,NT $1100/8 ounces,46.0,64.0,1100.0,Taiwan,,,,
1131,1132,Ethiopia Keramo Zero Oxygen Natural,94.0,"Redding, California","Keramo Village, Sidama Region, Ethiopia",Medium Light,$55.00/8 ounces,60.0,78.0,55.0,Ethiopia,,,,
1132,1133,Panama Elida ASD Natural,94.0,"Jersey City, New Jersey","Boquete growing region, western Panama",Light,$60.00/150 grams,62.0,80.0,2.1164021164021163,Panama,,,,
1133,1134,Peru Yanesha Geisha,94.0,"Kaohsiung City, Taiwan","Pasco Department, Villa Rica, Peru",Medium Light,"NT $1,000/8 ounces",61.0,79.0,,Peru,,,,
1134,1135,Ethiopia Guji Chembi,95.0,"Keelung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $450/227 grams,58.0,76.0,15.873015873015872,Ethiopia,,,,
1135,1136,Kenya Nyeri,94.0,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium Light,NT $450/225 grams,57.0,77.0,15.873015873015872,Kenya,,,,
1136,1137,Kona Red Bourbon Anaerobic Washed Uluwehi Farm,95.0,"Minneapolis, Minnesota","Holualoa, Kona, Big Island of Hawai’i",Medium Light,$29.95/4 ounces,58.0,74.0,29.95,,,,,
1137,1138,Wush Wush,95.0,"Floyd, Virginia","Sidama growing region, southern Ethiopia",Light,$20.99/12 ounces,60.0,82.0,20.99,Ethiopia,,,,
1138,1139,Honey Typica Anaerobic,95.0,"Captain Cook, Hawai’i","North Kona growing district, “Big Island” of Hawai’i",Medium Light,$75.00/16 ounces,56.0,74.0,75.0,,,,,
1139,1140,Geisha,94.0,"Captain Cook, Hawaii","North Kona growing district, “Big Island” of Hawai’i",Medium Light,$33.00/8 ounces,55.0,71.0,33.0,,,,,
1140,1141,Panama Abu Natural ASD Geisha BOP GN11,96.0,"Chia-Yi, Taiwan","Boquete growing region, western Panama",Medium Light,NT $1200/4 ounces,58.0,76.0,1200.0,Panama,,,,
1141,1142,Ethiopia Kochere Boji,95.0,"Lexington, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium Light,$19.95/12 ounces,60.0,77.0,19.95,Ethiopia,,,,
1142,1143,Panama Finca Minerva-Mirage Pacamara BOP PAC04,95.0,"Chia-Yi, Taiwan","Boquete growing region, western Panama",Medium Light,NT $600/4 ounces,46.0,76.0,600.0,Panama,,,,
1143,1144,Tanzania Shimiligwanda,94.0,"Lexington, Virginia","Songwe Region, southwestern Tanzania",Light,$17.95/12 ounces,62.0,80.0,17.95,Tanzania,,,,
1144,1145,Ethiopia Natural Guji Blue-Donkey 2020,95.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $325/8 ounces,59.0,77.0,325.0,Ethiopia,,,,
1145,1146,Kenya Washed Peaberry Rnyeusi,94.0,"Chia-Yi, Taiwan","Central Province, Kenya",Medium Light,NT $325/8 ounces,52.0,74.0,325.0,Kenya,,,,
1146,1147,Ethiopia COE 2nd place Washed Sidamo Rumudamo,94.0,"Chia-Yi, Taiwan","Arbegona, Sidama (also Sidamo) growing region, south-central Ethiopia",Medium Light,NT $350/20 grams,60.0,78.0,12.345679012345679,Ethiopia,,,,
1147,1148,Ethiopia Yirgacheffe Natural Haru Suke G1,94.0,"Chia-Yi, Taiwan","Gedeo, Yirgacheffe growing region, south-central Ethiopia",Medium Light,NT $310/8 ounces,60.0,80.0,310.0,Ethiopia,,,,
1148,1149,Finca Sophia Gesha Washed,98.0,"San Rafael, California","Nueva Suiza, Chiriquí, Panama",Medium Light,$50.00/4 ounces,58.0,76.0,50.0,Panama,,,,
1149,1150,Colombia Granja La Esperanza Java Anaerobic,95.0,"San Diego, California","Valle del Cauca growing region, Colombia",Medium Light,$85.00/6 ounces,53.0,73.0,85.0,Colombia,,,,
1150,1151,Shantawene Ethiopia Daya Bensa Natural,94.0,"San Diego, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Light,$19.00/12 ounces,62.0,80.0,19.0,Ethiopia,,,,
1151,1152,Kenya AA FAQ,94.0,"Yilan, Taiwan",Kenya,Medium Light,NT $330/200 grams,60.0,77.0,11.64021164021164,Kenya,,,,
1152,1153,Ardent Ethiopia Natural,97.0,"Madison, Wisconsin","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium Light,$35.00/8 ounces,57.0,77.0,35.0,Ethiopia,,,,
1153,1154,Kona Mocca®,96.0,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium Light,$74.95/8 ounces,52.0,70.0,74.95,,,,,
1154,1155,Holiday Coffee,94.0,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium Light,$39.95/8 ounces,54.0,74.0,39.95,,,,,
1155,1156,Ethiopia Dur Feres Natural,94.0,"Floyd, Virginia","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium Light,$18.99/12 ounces,60.0,78.0,18.99,Ethiopia,,,,
1156,1157,Kenya AA Ares Phoenix Special,96.0,"Taoyuan, Taiwan","Nyeri growing region, south-central Kenya",Medium,NT $900/8 ounces,44.0,60.0,900.0,Kenya,,,,
1157,1158,Esmeralda Estate Panama Geisha,94.0,"London, England","Boquete growing region, western Panama",,£45/10 capsules,0.0,0.0,,Panama,,,,
1158,1159,GW01 Finca Sophia Olympus Geisha,98.0,"Yilan, Taiwan","Nueva Suiza, Chiriquí, Panama",Medium Light,"NT $5,000/20 grams",58.0,76.0,,Panama,,,,
1159,1160,La Esperanza Colombian Natural X.O.,94.0,"Durango, Colorado","Valle de Cauca, Colombia",Medium Light,$16.95/12 ounces,54.0,70.0,16.95,Colombia,,,,
1160,1161,Taiwan Geisha Honey,94.0,"Minneapolis, Minnesota","Alishan, Taiwan",Light,$64.95/4 ounces,62.0,80.0,64.95,Taiwan,,,,
1161,1162,Camilina Geisha,95.0,"San Diego, California","Piedra Candela, Chiriqui Province, western Panama",Medium Light,$85.00/6 ounces,60.0,78.0,85.0,Panama,,,,
1162,1163,Hacienda La Esmeralda Buenos Aires Geisha Natural,95.0,"Topeka, Kansas","Jaramillo, Panama",Medium Light,$65.00/8 ounces,54.0,70.0,65.0,Panama,,,,
1163,1164,Ethiopia Sidama Bona Washed G1,94.0,"Hsinchu, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium Light,$29.00/8 ounces,58.0,78.0,29.0,Ethiopia,,,,
1164,1165,Sidama Extreme Papilio Washed,94.0,"Taichung City, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium Light,$25.00/12 ounces,59.0,74.0,25.0,Ethiopia,,,,
1165,1166,Finca Santa Isabel,94.0,"Antigua, Guatemala","Cobán growing region, Alta Verapaz, Guatemala",Medium Light,$13.00/12 ounces,55.0,73.0,13.0,Guatemala,,,,
1166,1167,Finca San Carlos,94.0,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium Light,$13.00/12 ounces,56.0,72.0,13.0,Guatemala,,,,
1167,1168,Ethiopia Natural Guji D Minor Special Lot,97.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $400/8 ounces,60.0,76.0,400.0,Ethiopia,,,,
1168,1169,2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha,94.0,"Chia-Yi, Taiwan","Chiriqui, Boquete growing region, western Panama",Medium Light,NT $750/4 ounces,58.0,74.0,750.0,Panama,,,,
1169,1170,Costa Rica Cordillera del Fuego,94.0,"Johns Creek, Georgia","Tarrazu, Costa Rica",Medium Light,$29.99/10 ounces,58.0,76.0,29.99,Rica,,,,
1170,1171,Ethiopia Bombe Mountains,94.0,"Jersey City, New Jersey","Bombe mountains, Sidama Region, southern Ethiopia",Medium Light,$25.00/12 ounces,58.0,76.0,25.0,Ethiopia,,,,
1171,1172,Ethiopia Yirgacheffe G1 Natural Asfaw Maru,94.0,"Bozeman, Montana","Yirgacheffe growing region, southern Ethiopia",Medium Light,$16.95/12 ounces,52.0,70.0,16.95,Ethiopia,,,,
1172,1173,Coffea Diversa Rume Sudan Winey,95.0,"Minneapolis, Minnesota","Suchitan, Guatemala",Light,$19.95/4 ounces,64.0,84.0,19.95,Guatemala,,,,
1173,1174,Hawai’i Puna Anaerobic Washed,94.0,"Minneapolis, Minnesota","Puna growing region, Big Island of Hawai’i",Medium Light,$19.95/4 ounces,58.0,76.0,19.95,,,,,
1174,1175,Colombia Hacienda Casablanca,94.0,"Toronto, Ontario, Canada","Cundinamarca, Colombia",Medium Light,US $20.00/12 ounces,62.0,78.0,,Colombia,,,,
1175,1176,Ethiopia Natural Guji Kercha Lot Riverside,94.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $275/8 ounces,58.0,78.0,275.0,Ethiopia,,,,
1176,1177,Costa Rica Yellow Honey Lot Kinka Bear,94.0,"Chia-Yi, Taiwan",Costa Rica,Medium Light,NT $250/8 ounces,52.0,70.0,250.0,Rica,,,,
1177,1178,San Diego Natural,95.0,"Madison, Wisconsin","Tarrazu, Costa Rica",Medium Light,$17.90/12 ounces,55.0,75.0,17.9,Rica,,,,
1178,1179,Buna Boka #1,94.0,"Madison, Wisconsin","idamo (also Sidama) growing region, south-central Ethiopia",Medium Light,$18.75/12 ounces,60.0,78.0,18.75,Ethiopia,,,,
1179,1180,El Jardin,94.0,"Madison, Wisconsin","Antioquia, Colombia",Medium Light,$28.00/8 ounces,58.0,74.0,28.0,Colombia,,,,
1180,1181,Kenya Wachuri,95.0,"San Rafael, California","Nyeri growing region, south-central Kenya",Medium,$22.00/12 ounces,48.0,66.0,22.0,Kenya,,,,
1181,1182,Kenya Baragwi Guama AB,95.0,"Bedford, New Hampshire","Kirinyaga District, south-central Kenya",Medium Light,$17.00/12 ounces,60.0,80.0,17.0,Kenya,,,,
1182,1183,Kenya ARES,95.0,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium Light,NT $380/115 grams,54.0,74.0,13.403880070546737,Kenya,,,,
1183,1184,Empress Kenya,95.0,"Taipei, Taiwan","Kiambu growing region, south-central Kenya",Medium Light,NT $550/225 grams,58.0,74.0,19.400352733686066,Kenya,,,,
1184,1185,Kenya Kiambu AB Top Lot,94.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium Light,NT $450/227 grams,54.0,72.0,15.873015873015872,Kenya,,,,
1185,1186,Kenya Kiambu Maua Lot AB,94.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium Light,NT $325/8 ounces,60.0,78.0,325.0,Kenya,,,,
1186,1187,Kenya Thunguri AA,94.0,"Los Angeles, California","Kirinyaga District, south-central Kenya",Medium Light,$21.95/12 ounces,58.0,80.0,21.95,Kenya,,,,
1187,1188,Kenya Kirinyaga Kabare Karani AA,94.0,"Toronto, Ontario, Canada","Kirinyaga District, south-central Kenya",Medium Light,CAD $22.00/225 grams,60.0,78.0,,Kenya,,,,
1188,1189,Kenya Kirinyaga Kii,94.0,"Yilan, Taiwan","Kirinyaga District, south-central Kenya",Medium Light,NT $500/200 grams,57.0,77.0,17.636684303350968,Kenya,,,,
1189,1190,Kenya Rungeto,94.0,"Carlsbad, California","Kirinyaga District, south-central Kenya",Medium Light,$23.00/12 ounces,56.0,72.0,23.0,Kenya,,,,
1190,1191,Kenya AA Top Gatomboya,94.0,"Martinez, California","Nyeri growing region, south-central Kenya",Medium Light,$12.00/8 ounces,54.0,72.0,12.0,Kenya,,,,
1191,1192,Heart & Soul Espresso Blend,94.0,"Martinez, California",Guatemala; Ethiopia,Medium,$12.00/8 ounces,50.0,70.0,12.0,Ethiopia,,,,
1192,1193,Ethiopia Banko Gotiti,94.0,"San Diego, California","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium Light,$20.00/12 ounces,57.0,77.0,20.0,Ethiopia,,,,
1193,1194,Ethiopia Yabitu Koba,94.0,"Santa Rosa Beach, Florida","Guji Zone, southern Ethiopia",Medium Light,$20.00/12 ounces,58.0,78.0,20.0,Ethiopia,,,,
1194,1195,Ethiopia Banko Gotiti,94.0,"Topeka, Kansas","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium Light,$19.50/12 ounces,60.0,78.0,19.5,Ethiopia,,,,
1195,1196,Rhapsody of Dreams,94.0,"Chia-Yi City, Taiwan","Kenya, Colombia",Medium Light,NT $450/227 grams,58.0,74.0,15.873015873015872,Colombia,,,,
1196,1197,Laura’s Reserve SL34,95.0,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai'i",Medium Light,$62.95/8 ounces,60.0,78.0,62.95,,,,,
1197,1198,Ethiopia Reko Yirgacheffe,94.0,"Sacramento, California","Yirgacheffe growing region, Ethiopia",Medium Light,$20.50/12 ounces,60.0,76.0,20.5,Ethiopia,,,,
1198,1199,Colombia Asobombo Inza,94.0,"Bedford, New Hampshire","Cauca, Colombia",Light,$16.00/12 ounces,62.0,84.0,16.0,Colombia,,,,
1199,1200,Ethiopia Sidamo Natural Twakok G1,94.0,"Kaohsiung, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium Light,NT $550/230 grams,52.0,72.0,19.400352733686066,Ethiopia,,,,
1200,1201,Panama Boquete Torre Lot #1 Geisha Honey,94.0,"Kaohsiung, Taiwan","Boquete, Panama",Light,NT $2500/100 grams,62.0,80.0,88.18342151675485,Panama,,,,
1201,1202,Yellow Caturra (special lot),94.0,"Ka'u, Hawaii","Ka’u growing region, Big island of Hawai’i",Medium Light,$15.00/4 ounces,56.0,70.0,15.0,,,,,
1202,1203,Hawai’i Kilauea Volcano Yeast Fermentation Washed,96.0,"Minneapolis, Minnesota","Puna, Big Island of Hawai’i",Medium Light,$29.95/4 ounces,58.0,76.0,29.95,,,,,
1203,1204,Kona Pink Honey Black Rock Farm,94.0,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium Light,$24.95/4 ounces,58.0,78.0,24.95,,,,,
1204,1205,Ethiopia Kayon Mountain,94.0,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium Light,$19.95/12 ounces,60.0,78.0,19.95,Ethiopia,,,,
1205,1206,Benti Nenqa #209 Ethiopia,94.0,"Madison, Wisconsin","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,$18.75/12 ounces,60.0,78.0,18.75,Ethiopia,,,,
1206,1207,El Salvador Santa Elena Pacamara,94.0,"Yilan, Taiwan","Chalatenango, El Salvador",Medium Light,NT $500/200 grams,54.0,70.0,17.636684303350968,Salvador,,,,
1207,1208,Ethiopia Sheka Kawo Kamina Natural,95.0,"Minneapolis, Minnesota","Illubabor Zone, Oromia Region, Ethiopia",Medium Light,$24.95/12 ounces,58.0,72.0,24.95,Ethiopia,,,,
1208,1209,Black Swan Blend,94.0,"Chia-Yi, Taiwan",Colombia; Guatemala; Ethiopia,Medium Light,NT $260/8 ounces,54.0,70.0,260.0,Ethiopia,,,,
1209,1210,Indonesia Lintong Mandheling,94.0,"Taipei, Taiwan","Lintong growing region, North Sumatra Province, Indonesia",Medium Light,NT $450/225 grams,58.0,78.0,15.873015873015872,Indonesia,,,,
1210,1211,Ethiopia Yirgacheffe Natural Farm Direct,94.0,"Henderson, Nevada","Yirgacheffe growing region, south-central Ethiopia",Medium Light,$22.00/12 ounces,58.0,76.0,22.0,Ethiopia,,,,
1211,1212,Kenya Karatina AA 2020,94.0,"Henderson, Nevada","Nyeri growing region, south-central Kenya",Medium Light,$24.00/12 ounces,58.0,76.0,24.0,Kenya,,,,
1212,1213,Colombia San Luís Gesha,94.0,"Johns Creek, Georgia","Tolima, Colombia",Medium Light,$24.99/10 ounces,60.0,76.0,24.99,Colombia,,,,
1213,1214,Karani Kenya,95.0,"Madison, Wisconsin","Kirinyaga, Kenya",Medium Light,$21.00/12 ounces,56.0,74.0,21.0,Kenya,,,,
1214,1215,Miraflores Colombia,95.0,"Madison, Wisconsin","Sevilla, San Augustin, Huila, Colombia",Medium Light,$22.00/12 ounces,58.0,78.0,22.0,Colombia,,,,
1215,1216,Kenya Gatuya,94.0,"Truckee, California","Murang'a County, central Kenya",Medium Light,$21.00/12 ounces,55.0,73.0,21.0,Kenya,,,,
1216,1217,Flight Seasonal Espresso,94.0,"Floyd, Virginia",Ethiopia,Medium Light,$18.49/12 ounces,58.0,80.0,18.49,Ethiopia,,,,
1217,1218,Kenya Gicherori,94.0,"Sacramento, California","Embu, Kenya",Medium Light,$23.50/12 ounces,58.0,78.0,23.5,Kenya,,,,
1218,1219,Ethiopia Kayon Mountain (Natural),94.0,"Floyd, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,$18.99/12 ounces,64.0,92.0,18.99,Ethiopia,,,,
1219,1220,Ethiopia Kayon Mountain (Washed),94.0,"Floyd, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,$18.49/12 ounces,62.0,88.0,18.49,Ethiopia,,,,
1220,1221,Ethiopia Dame Dabaye,95.0,"Spokane, Washington","Guji Zone, Oromia Region, Southern Ethiopia",Medium Light,$16.00/12 ounces,60.0,76.0,16.0,Ethiopia,,,,
1221,1222,Kenya Nyeri AB Nyeshun,96.0,"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Medium Light,NT $400/8 ounces,58.0,78.0,400.0,Kenya,,,,
1222,1223,Ethiopia Guji Bishala,94.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $290/8 ounces,58.0,76.0,290.0,Ethiopia,,,,
1223,1224,Ethiopia Wegida Natural,94.0,"Viroqua, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Light,$20.00/12 ounces,62.0,80.0,20.0,Ethiopia,,,,
1224,1225,Ka’u Red Caturra Peaberry,94.0,"Kihei, Maui, Hawaii","Wood Valley, Ka’u, Big Island of Hawai’i",Medium Light,$50.00/12 ounces,58.0,78.0,50.0,,,,,
1225,1226,Wush Wush Ginbo Keffa Ethiopia,95.0,"Eugene, Oregon","Sidama growing region, southern Ethiopia",Medium Light,$24.00/16 ounces,60.0,74.0,24.0,Ethiopia,,,,
1226,1227,Burundi Karehe,95.0,"Renton, Washington","Ngozi Province, Burundi",Medium Light,$20.00/12 ounces,60.0,76.0,20.0,Burundi,,,,
1227,1228,Ethiopia Guji Natural,94.0,"Atlanta, Georgia","Guji Zone, Oromia Region, Southern Ethiopia",Light,$18.00/12 ounces,64.0,83.0,18.0,Ethiopia,,,,
1228,1229,Ethiopia Gera Estate Natural,94.0,"Harrisonburg, Virginia","Agaro Gera, Jimma Zone, Oromia Region, Ethiopia",Light,$15.99/12 ounces,67.0,96.0,15.99,Ethiopia,,,,
1229,1230,Estelí Nicaragua,94.0,"Washington, D.C.","Dipilto, Nicaragua",Medium Light,$15.00/8 ounces,60.0,79.0,15.0,Nicaragua,,,,
1230,1231,Limu Ethiopia Natural,94.0,"Des Moines, Iowa","Jimma Zone, Oromia State, Ethiopia",Light,$14.00/12 ounces,66.0,85.0,14.0,Ethiopia,,,,
1231,1232,Colombia Finca El Roblar,94.0,"Jackson, Mississippi","Suaza, Huila, Colombia",Medium Light,$16.50/12 ounces,60.0,76.0,16.5,Colombia,,,,
1232,1233,Guatemala Bella Carmona,94.0,"Crystal Lake, Illinois","Antigua, Guatemala",Medium Light,$19.00/12 ounces,58.0,74.0,19.0,Guatemala,,,,
1233,1234,Ethiopia Yirgacheffe Kochere Debo,94.0,"Thermopolis, Wyoming","Yirgacheffe growing region, southern Ethiopia",Medium Light,$14.00/12 ounces,54.0,70.0,14.0,Ethiopia,,,,
1234,1235,Kilauea Volcano Champagne Natural,95.0,"Minneapolis, Minnesota","Volcano, Puna District, Big Island of Hawai’i",Light,$29.95/4 ounces,64.0,80.0,29.95,,,,,
1235,1236,Nicaragua La Benedicion SL28 Natural,94.0,"Minneapolis, Minnesota","Nueva Segovia, Nicaragua",Light,$19.95/6 ounces,62.0,80.0,19.95,Nicaragua,,,,
1236,1237,Colombia Tolima Geisha,94.0,"Minneapolis, Minnesota","Tolima, Colombia",Light,$19.98/4 ounces,62.0,82.0,19.98,Colombia,,,,
1237,1238,Ethiopia Haro Guta Natural,94.0,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $400/8 ounces,62.0,80.0,400.0,Ethiopia,,,,
1238,1239,Kenya AA Kirinyaga Kii,95.0,"Kaohsiung City, Taiwan","Kirinyaga District, south-central Kenya",Medium Light,NT $600/8 ounces,60.0,78.0,600.0,Kenya,,,,
1239,1240,Colombia Antioquia La Papaya Bourbon Chiroso,94.0,"Kaohsiung City, Taiwan","Antioquia Department, northwest Colombia",Medium Light,NT $700/8 ounces,62.0,76.0,700.0,Colombia,,,,
1240,1241,Karimiuki Espresso,96.0,"Madison, Wisconsin","Kirinyaga, Kenya",Medium Light,$21.00/12 ounces,58.0,76.0,21.0,Kenya,,,,
1241,1242,Karimiuki Kenya,95.0,"Madison, Wisconsin","Kirinyaga, Kenya",Medium Light,$21.00/12 ounces,58.0,76.0,21.0,Kenya,,,,
1242,1243,Colombia San Pedro,94.0,"Denver, Colorado","Acevedo, Huila Department, Colombia",Medium Light,$19.00/12 ounces,56.0,72.0,19.0,Colombia,,,,
1243,1244,"DR Congo, Gera Village, SOPACDI",94.0,"Crystal Lake, Illinois","South Kivu Province, the Democratic Republic of the Congo",Medium Light,$21.00/12 ounces,58.0,76.0,21.0,Congo,,,,
1244,1245,El Floral Colombia,95.0,"Madison, Wisconsin","Planadas, Tolima Department, Colombia",Medium Light,$21.00/12 ounces,59.0,77.0,21.0,Colombia,,,,
1245,1246,El Salvador Geisha Natural,94.0,"Minneapolis, Minnesota","Chalatenango, El Salvador",Medium Light,$16.95/6 ounces,58.0,74.0,16.95,Salvador,,,,
1246,1247,Ethiopia Natural Guji Lot D Minor,95.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium Light,NT $275/8 ounces,58.0,76.0,275.0,Ethiopia,,,,
1247,1248,Taiwan Natural Alishan Zhuo-Wu Farm Geisha,94.0,"Chia-Yi, Taiwan","Alishan, Chaiyi, Taiwan",Medium Light,"NT $1,000/4 ounces",56.0,72.0,,Taiwan,,,,
1248,1249,All Rise,94.0,"Roanoke, Virginia and Floyd, Virginia",Ethiopia; Democratic Republic of the Congo,Medium Light,$20.00/12 ounces,54.0,72.0,20.0,Congo,,,,
1249,1250,Guji Uraga Nitro Cold Brew,94.0,"Denver, Colorado","Guji Zone, Oromia region, southern Ethiopia",,$3.99/8-ounce can,0.0,0.0,,Ethiopia,,,,
1250,1251,Kamoini Black Coffee,94.0,"San Francisco, California","Nyeri growing region, south-central Kenya",,$4.00/can,0.0,0.0,,Kenya,,,,
1251,1252,Ethiopia Nano Challa Cold Brew,94.0,"Carbondale, Colorado","Jimma Zone, Oromia State, Ethiopia",,$18.99/50 ounces,0.0,0.0,18.99,Ethiopia,,,,
1252,1253,Brazil Ipanema Black Edition A-41 Red Cherry,94.0,"Yilan, Taiwan","Ipanema, Brazil",,NT $200/150 ml. bottle,0.0,0.0,,Brazil,,,,
1253,1254,Costa Rica Hacienda Tobosi Copey Villa Sarchi Black Honey,94.0,"Douliou City, Taiwan","Tobosi, Cartago Province, Costa Rica",Medium Light,NT $450/220 grams,52.0,70.0,15.873015873015872,Rica,,,,
1254,1255,Sudan Rume,94.0,"Jersey City, New Jersey","Valle del Cauca growing region, Colombia",Light,$30.00/6 ounces,62.0,80.0,30.0,Colombia,,,,
1255,1256,Ethiopia Sidama Keramo Village,94.0,"Jersey City, New Jersey","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium Light,$25.00/12 ounces,60.0,76.0,25.0,Ethiopia,,,,
1256,1257,Red Bourbon Natural Exclusive Reserve,95.0,"Captain Cook, Hawaii","North Kona growing district, “Big Island” of Hawaii",Medium Light,$38.00/8 ounces,58.0,76.0,38.0,Hawaii,,,,
1257,1258,Nano Genji Agaro Gera,94.0,"Sacramento, California","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium,$21.00/12 ounces,52.0,68.0,21.0,Ethiopia,,,,
1258,1259,Sumatra Pantan Musara,94.0,"Billings, Montana","Aceh Province, Sumatra, Indonesia",Medium Light,$21.00/12 ounces,58.0,74.0,21.0,Indonesia,,,,
1259,1260,Kona Classic Black Rock Farm,94.0,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium,$18.95/4 ounces,52.0,68.0,18.95,,,,,
1260,1261,Ethiopian Yirgacheffe Natural,94.0,"Henderson, Nevada","Yirgacheffe growing region, southern Ethiopia",Medium Light,$20.00/12 ounces,58.0,76.0,20.0,Ethiopia,,,,
1261,1262,Colombia Cauca At’e,94.0,"Martinez, California","Paéz, Cauca Department, Colombia",Medium Light,$12.00/8 ounces,60.0,78.0,12.0,Colombia,,,,
